Name,Surname,Country,Year,Category,Motivation,Institution,Other,
Australian Patent Office,,Australia,2001,Technology,for granting John Keogh Innovation Patent #2001100012.,,"NOTE: Several years after this prize was awarded, the patent office quietly revoked Mr. Keogh’s patent.",
Chittaranjan,Andrade,India,2001,Public Health,for their probing medical discovery that nose picking is a common activity among adolescents.,"National Institute of Mental Health and Neurosciences, Bangalore, India",,
B.S.,Srihari,India,2001,Public Health,for their probing medical discovery that nose picking is a common activity among adolescents.,"National Institute of Mental Health and Neurosciences, Bangalore, India",,
Norma,Bubier,UK,2002,Biology,for their report “Courtship Behaviour of Ostriches Towards Humans Under Farming Conditions in Britain.,,,
Charles,G.M. Paxton,UK,2002,Biology,for their report “Courtship Behaviour of Ostriches Towards Humans Under Farming Conditions in Britain.,,,
Phil,Bowers,UK,2002,Biology,for their report “Courtship Behaviour of Ostriches Towards Humans Under Farming Conditions in Britain.,,,
D.,Charles Deeming,UK,2002,Biology,for their report “Courtship Behaviour of Ostriches Towards Humans Under Farming Conditions in Britain.,,,
Arnd,Leike,Germany,2002,Physics,for demonstrating that beer froth obeys the mathematical Law of Exponential Decay.,University of Munich,,
Karl,Kruszelnicki,Australia,2002,Interdisciplinary Research,"for performing a comprehensive survey of human belly button lint — who gets it, when, what color, and how much.",The University of Sydney,,
Theodore,Gray,US and Switzerland,2002,Chemistry,"for gathering many elements of the periodic table, and assembling them into the form of a four-legged periodic table table.",,,
K.P.,Sreekumar,India,2002,Mathematics,for their analytical report “Estimation of the Total Surface Area in Indian Elephants.”,Kerala Agricultural University,,
G.,Nirmalan,India,2002,Mathematics,for their analytical report “Estimation of the Total Surface Area in Indian Elephants.”,Kerala Agricultural University,,
Vicki,Silvers Gier,US,2002,Literature,for their colorful report “The Effects of Pre-Existing Inappropriate Highlighting on Reading Comprehension.”,Central Missouri State University,,
David,S. Kreiner,US,2002,Literature,for their colorful report “The Effects of Pre-Existing Inappropriate Highlighting on Reading Comprehension.”,Central Missouri State University,,
Keita,Sato,Japan,2002,Peace,"for promoting peace and harmony between the species by inventing Bow-Lingual, a computer-based automatic dog-to-human language translation device.",,,
Matsumi,Suzuki,Japan,2002,Peace,"for promoting peace and harmony between the species by inventing Bow-Lingual, a computer-based automatic dog-to-human language translation device.",,,
Norio,Kogure,Japan,2002,Peace,"for promoting peace and harmony between the species by inventing Bow-Lingual, a computer-based automatic dog-to-human language translation device.",,,
Eduardo,Segura,Spain,2002,Hygiene,for inventing a washing machine for cats and dogs.,,,
"The executives, corporate directors, and auditors of Enron, Lernaut & Hauspie",,Belgium,2002,Economics,for adapting the mathematical concept of imaginary numbers for use in the business world. ,,,
"The executives, corporate directors, and auditors of Adelphia, Bank of Commerce and Credit International",,Pakistan,2002,Economics,for adapting the mathematical concept of imaginary numbers for use in the business world. ,,,
"The executives, corporate directors, and auditors of Cendant, CMS Energy, Duke Energy, Dynegy, Gazprom",,Russia,2002,Economics,for adapting the mathematical concept of imaginary numbers for use in the business world. ,,,
"The executives, corporate directors, and auditors of Global Crossing, HIH Insurance",,Australia,2002,Economics,for adapting the mathematical concept of imaginary numbers for use in the business world. ,,,
"The executives, corporate directors, and auditors of Informix, Kmart, Maxwell Communications",,UK,2002,Economics,for adapting the mathematical concept of imaginary numbers for use in the business world. ,,,
"The executives, corporate directors, and auditors of McKessonHBOC, Merrill Lynch, Merck, Peregrine Systems, Qwest Communications, Reliant Resources, Rent-Way, Rite Aid, Sunbeam, Tyco, Waste Management, WorldCom, Xerox, and Arthur Andersen",,?,2002,Economics,for adapting the mathematical concept of imaginary numbers for use in the business world. ,,,
Chris,McManus,UK,2002,Medicine,"for his excruciatingly balanced report, “Scrotal Asymmetry in Man and in Ancient Sculpture.”",University College London,,
John Paul,Stapp,US,2003,Engineering,"for jointly giving birth in 1949 to Murphy’s Law, the basic engineering principle that “If there are two or more ways to do something, and one of those ways can result in a catastrophe, someone will do it “(or, in other words: “If anything can go wrong, it will”).",,,
Edward,"A. Murphy, Jr",US,2003,Engineering,"for jointly giving birth in 1949 to Murphy’s Law, the basic engineering principle that “If there are two or more ways to do something, and one of those ways can result in a catastrophe, someone will do it “(or, in other words: “If anything can go wrong, it will”).",,,
George,Nichols,US,2003,Engineering,"for jointly giving birth in 1949 to Murphy’s Law, the basic engineering principle that “If there are two or more ways to do something, and one of those ways can result in a catastrophe, someone will do it “(or, in other words: “If anything can go wrong, it will”).",,,
Jack,Harvey,Australia,2003,Physics,for their irresistible report “An Analysis of the Forces Required to Drag Sheep over Various Surfaces.”,,,
John,Culvenor,Australia,2003,Physics,for their irresistible report “An Analysis of the Forces Required to Drag Sheep over Various Surfaces.”,,,
Warren,Payne,Australia,2003,Physics,for their irresistible report “An Analysis of the Forces Required to Drag Sheep over Various Surfaces.”,,,
Steve,Cowley,Australia,2003,Physics,for their irresistible report “An Analysis of the Forces Required to Drag Sheep over Various Surfaces.”,,,
Michael,Lawrance,Australia,2003,Physics,for their irresistible report “An Analysis of the Forces Required to Drag Sheep over Various Surfaces.”,,,
David,Stuart,Australia,2003,Physics,for their irresistible report “An Analysis of the Forces Required to Drag Sheep over Various Surfaces.”,,,
Robyn,Williams,Australia,2003,Physics,for their irresistible report “An Analysis of the Forces Required to Drag Sheep over Various Surfaces.”,,,
Eleanor,Maguire,UK (Ireland),2003,Medicine,for presenting evidence that the brains of London taxi drivers are more highly developed than those of their fellow citizens.,University College London,,
David,Gadian,UK,2003,Medicine,for presenting evidence that the brains of London taxi drivers are more highly developed than those of their fellow citizens.,University College London,,
Ingrid,Johnsrude,Canada,2003,Medicine,for presenting evidence that the brains of London taxi drivers are more highly developed than those of their fellow citizens.,University College London,,
Catriona,Good,UK,2003,Medicine,for presenting evidence that the brains of London taxi drivers are more highly developed than those of their fellow citizens.,University College London,,
John,Ashburner,UK,2003,Medicine,for presenting evidence that the brains of London taxi drivers are more highly developed than those of their fellow citizens.,University College London,,
Richard,Frackowiak,UK,2003,Medicine,for presenting evidence that the brains of London taxi drivers are more highly developed than those of their fellow citizens.,University College London,,
Christopher,Frith,UK,2003,Medicine,for presenting evidence that the brains of London taxi drivers are more highly developed than those of their fellow citizens.,University College London,,
Gian,Vittorio Caprara,Italy,2003,Psychology,for their discerning report “Politicians’ Uniquely Simple Personalities.”,University of Rome,,
Claudio,Barbaranelli,Italy,2003,Psychology,for their discerning report “Politicians’ Uniquely Simple Personalities.”,University of Rome,,
Philip,Zimbardo ,US,2003,Psychology,for their discerning report “Politicians’ Uniquely Simple Personalities.”,,One of the responsibles for the 1971 Stanford Prison Experiment.,
Yukio,Hirose ,Japan,2003,Chemistry,"for his chemical investigation of a bronze statue, in the city of Kanazawa, that fails to attract pigeons.",Kanazawa University,,
John,Trinkaus,US,2003,Literature,"for meticulously collecting data and publishing more than 80 detailed academic reports about things that annoyed him (such as: What percentage of young people wear baseball caps with the peak facing to the rear rather than to the front; What percentage of pedestrians wear sport shoes that are white rather than some other color; What percentage of swimmers swim laps in the shallow end of a pool rather than the deep end; What percentage of automobile drivers almost, but not completely, come to a stop at one particular stop-sign; What percentage of commuters carry attaché cases; What percentage of shoppers exceed the number of items permitted in a supermarket’s express checkout lane; and What percentage of students dislike the taste of Brussels sprouts.)","Zicklin School of Business, New York City",,
Karl,Schwärzler,Liechtenstein,2003,Economics,"for making it possible to rent the entire country for corporate conventions, weddings, bar mitzvahs, and other gatherings",,,
Nation of Liechtenstein,,Liechtenstein,2003,Economics,"for making it possible to rent the entire country for corporate conventions, weddings, bar mitzvahs, and other gatherings",,,
Stefano,Ghirlanda,Sweden?,2003,Interdisciplinary Research,for their report “Chickens Prefer Beautiful Humans.”,Stockholm University,,
Liselotte,Jansson,Sweden?,2003,Interdisciplinary Research,for their report “Chickens Prefer Beautiful Humans.”,Stockholm University,,
Magnus,Enquist,Sweden?,2003,Interdisciplinary Research,for their report “Chickens Prefer Beautiful Humans.”,Stockholm University,,
